05:41:42.219 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:42:17.904 [__MAIN__] INFO     Status update: Targeting Station: TARASENKO CREATIONS
05:42:17.905 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:17.936 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:20.973 [AUTOPILOT] DEBUG    has_destination:0.894880473613739
05:42:20.976 [__MAIN__] INFO      - Station: TARASENKO CREATIONS
05:42:20.980 [__MAIN__] INFO     Status update: SC to Station: TARASENKO CREATIONS
05:42:20.980 [AUTOPILOT] DEBUG    Entered sc_assist
05:42:20.981 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:21.006 [AUTOPILOT] DEBUG    has_destination:0.8948808908462524
05:42:21.007 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:21.009 [EDKEYS] DEBUG    	send=SetSpeed50,key:{'key': 61, 'mods': []},key_name:Key_F3,hold:None,repeat:1,repeat_delay:None,state:None
05:42:21.314 [__MAIN__] INFO     Compass Align
05:42:21.332 [EDKEYS] DEBUG    	send=PitchDownButton,key:{'key': 31, 'mods': [56]},key_name:Key_S,hold:12.679285714285713,repeat:1,repeat_delay:None,state:None
05:42:32.687 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:34.651 [EDKEYS] DEBUG    	send=PitchDownButton,key:{'key': 31, 'mods': [56]},key_name:Key_S,hold:2.460714285714286,repeat:1,repeat_delay:None,state:None
05:42:37.862 [AUTOPILOT] DEBUG    final x:-0.01 y:0.07
05:42:37.877 [EDKEYS] DEBUG    	send=SetSpeed50,key:{'key': 61, 'mods': []},key_name:Key_F3,hold:None,repeat:1,repeat_delay:None,state:None
05:42:38.180 [__MAIN__] INFO     Target Align
05:42:38.264 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.15,repeat:1,repeat_delay:None,state:None
05:42:38.606 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.15,repeat:1,repeat_delay:None,state:None
05:42:38.946 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.15,repeat:1,repeat_delay:None,state:None
05:42:39.291 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.15,repeat:1,repeat_delay:None,state:None
05:42:39.637 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:42:41.995 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.15,repeat:1,repeat_delay:None,state:None
05:42:42.706 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:42:52.722 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:02.740 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:13.717 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:23.765 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:33.785 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:43.802 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:43:54.825 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:04.844 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:14.517 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:25.865 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:35.495 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:45.888 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:55.906 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:44:56.594 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:45:06.925 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:45:16.946 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:45:24.139 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:45:26.416 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:45:28.604 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:45:37.254 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:45:37.970 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:45:47.909 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:45:57.996 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:04.757 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:46:08.015 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:19.033 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:29.053 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:30.195 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:46:38.742 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:40.947 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:46:49.077 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:46:49.611 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:46:56.186 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:46:58.542 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:00.097 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:01.151 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:01.343 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:47:01.671 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:04.122 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:04.446 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:06.887 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:07.080 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:47:07.405 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:09.729 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:11.994 [EDKEYS] DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
05:47:15.118 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:16.133 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:17.146 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:18.162 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:18.589 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:18.675 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:18.716 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:47:20.179 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:21.052 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:22.192 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:23.191 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:24.206 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:25.220 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:26.235 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:27.251 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:27.607 [EDKEYS] DEBUG    	send=PitchUpButton,key:{'key': 17, 'mods': [56]},key_name:Key_W,hold:0.075,repeat:1,repeat_delay:None,state:None
05:47:28.266 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:29.282 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:29.936 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:30.059 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:30.071 [EDJOURNAL] DEBUG    Journal*.log: read: 1 ship: {'time': 29, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:47:30.072 [AUTOPILOT] DEBUG    No longer in supercruise
05:47:31.297 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:32.073 [EDKEYS] DEBUG    	send=SetSpeedZero,key:{'key': 45, 'mods': []},key_name:Key_X,hold:None,repeat:1,repeat_delay:None,state:None
05:47:32.376 [__MAIN__] INFO     Supercruise dropped, terminating SC Assist
05:47:32.581 [AUTOPILOT] INFO     \u0412\u0438\u044f\u0432\u043b\u0435\u043d\u043e \u043e\u0440\u0431\u0456\u0442\u0430\u043b\u044c\u043d\u0443 \u0441\u0442\u0430\u043d\u0446\u0456\u044e — \u043f\u0435\u0440\u0435\u0445\u0456\u0434 \u0443 \u0440\u0435\u0436\u0438\u043c \u0434\u043e\u043a\u0443\u0432\u0430\u043d\u043d\u044f
05:47:32.581 [AUTOPILOT] INFO     DropOut \u0437\u0430\u0432\u0435\u0440\u0448\u0435\u043d\u043e — \u043f\u043e\u0432\u0435\u0440\u0442\u0430\u044e \u043a\u043e\u043d\u0442\u0435\u043a\u0441\u0442: station_docking
05:47:33.587 [__MAIN__] INFO     Targeting Station: TARASENKO CREATIONS
05:47:33.589 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:33.590 [EDGALAXYMAP] DEBUG    Opening Galaxy Map
05:47:33.591 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:33.592 [EDKEYS] DEBUG    	send=GalaxyMapOpen,key:{'key': 50, 'mods': [56]},key_name:Key_M,hold:None,repeat:1,repeat_delay:None,state:None
05:47:34.081 [OCR] DEBUG    Did not find 'CARTOGRAPHICS' text in item text '['+6']'.
05:47:34.495 [OCR] DEBUG    Did not find 'CARTOGRAPHICS' text in item text '['+6']'.
05:47:34.791 [OCR] DEBUG    Did not find 'CARTOGRAPHICS' text in item text 'None'.
05:47:35.562 [OCR] DEBUG    Found 'CARTOGRAPHICS' text in item text '['Universa', '3:47:35', 'CARTOGRAPHICS', '180CT3311', '712']'.
05:47:35.564 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:37.563 [EDKEYS] DEBUG    	send=UI_Up,key:{'key': 200, 'mods': []},key_name:Key_UpArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:47:37.867 [EDKEYS] DEBUG    	send=UI_Left,key:{'key': 203, 'mods': []},key_name:Key_LeftArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:47:38.670 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:None,repeat:1,repeat_delay:None,state:None
05:47:39.223 [EDKEYS] DEBUG    	send=UI_Right,key:{'key': 205, 'mods': []},key_name:Key_RightArrow,hold:None,repeat:1,repeat_delay:None,state:None
05:47:39.775 [EDKEYS] DEBUG    	send=UI_Down,key:{'key': 208, 'mods': []},key_name:Key_DownArrow,hold:None,repeat:4,repeat_delay:None,state:None
05:47:41.234 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:None,repeat:1,repeat_delay:None,state:None
05:47:41.786 [EDKEYS] DEBUG    	send=UI_Down,key:{'key': 208, 'mods': []},key_name:Key_DownArrow,hold:None,repeat:0,repeat_delay:None,state:None
05:47:42.037 [EDKEYS] DEBUG    	send=UI_Select,key:{'key': 57, 'mods': []},key_name:Key_Space,hold:3.0,repeat:1,repeat_delay:None,state:None
05:47:43.578 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:45.140 [EDKEYS] DEBUG    	send=GalaxyMapOpen,key:{'key': 50, 'mods': [56]},key_name:Key_M,hold:None,repeat:1,repeat_delay:None,state:None
05:47:45.591 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:45.964 [__MAIN__] INFO     Status update: Targeting Station: TARASENKO CREATIONS
05:47:45.982 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:45.997 [EDKEYS] DEBUG    	send=SetSpeed100,key:{'key': 63, 'mods': []},key_name:Key_F5,hold:None,repeat:1,repeat_delay:None,state:None
05:47:46.299 [EDKEYS] DEBUG    	send=Supercruise,key:{'key': 37, 'mods': []},key_name:Key_K,hold:0.001,repeat:1,repeat_delay:None,state:None
05:47:52.607 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:53.622 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:54.635 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:55.649 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:56.660 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:57.675 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:58.403 [EDKEYS] DEBUG    	send=SetSpeed50,key:{'key': 61, 'mods': []},key_name:Key_F3,hold:None,repeat:1,repeat_delay:None,state:None
05:47:58.690 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:47:59.703 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:00.717 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:01.730 [AUTOPILOT] DEBUG    has_destination:0.7722808718681335
05:48:01.731 [__MAIN__] INFO      - Station: TARASENKO CREATIONS
05:48:01.731 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:01.734 [__MAIN__] INFO     Status update: SC to Station: TARASENKO CREATIONS
05:48:01.735 [AUTOPILOT] DEBUG    Entered sc_assist
05:48:01.746 [STATUSPARSER] DEBUG    An error occurred reading Status.json file. File may be open.
05:48:01.747 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:01.762 [AUTOPILOT] DEBUG    has_destination:0.7534844875335693
05:48:01.763 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:01.768 [EDKEYS] DEBUG    	send=SetSpeed100,key:{'key': 63, 'mods': []},key_name:Key_F5,hold:None,repeat:1,repeat_delay:None,state:None
05:48:01.846 [STATUSPARSER] DEBUG    Attempting to re-read Status.json file after delay.
05:48:01.848 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:02.070 [EDKEYS] DEBUG    	send=Supercruise,key:{'key': 37, 'mods': []},key_name:Key_K,hold:0.001,repeat:1,repeat_delay:None,state:None
05:48:02.851 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:03.866 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:04.882 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:05.896 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:06.905 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:07.242 [__MAIN__] DEBUG    Entered: stop_waypoint
05:48:07.243 [__MAIN__] INFO     Waypoint Assist stop
05:48:07.243 [__MAIN__] INFO     Status update: Idle
05:48:07.305 [AUTOPILOT] DEBUG    Log level set to DEBUG (full detail)
05:48:07.914 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:08.930 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:09.947 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:10.963 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:12.978 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:13.993 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:14.173 [AUTOPILOT] DEBUG    Caught stop exception
05:48:14.173 [__MAIN__] DEBUG    Detected 'waypoint_stop' callback msg
05:48:14.234 [AUTOPILOT] DEBUG    Log level set to DEBUG (full detail)
05:48:15.006 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:16.020 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:18.034 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:20.052 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:22.066 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:23.081 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:24.094 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:26.107 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:28.121 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:30.137 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:33.153 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:35.168 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:36.181 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:37.194 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:39.211 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:41.225 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:43.239 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:45.258 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:46.272 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:48.289 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:49.302 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:50.315 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:52.328 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:54.346 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:57.362 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:58.376 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:48:59.393 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:01.407 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:02.423 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:03.439 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:05.455 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:07.469 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:08.482 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:10.497 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:11.513 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:12.529 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:14.544 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:15.557 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:16.572 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:17.588 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:19.604 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:20.619 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:21.633 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:23.646 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:25.663 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:26.677 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:28.691 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:29.703 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:30.717 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:32.733 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:33.747 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:35.763 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:37.778 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:38.795 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:39.812 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:40.827 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:40.827 [STATUSPARSER] DEBUG    An error occurred reading Status.json file. File may be open.
05:49:40.929 [STATUSPARSER] DEBUG    Attempting to re-read Status.json file after delay.
05:49:40.930 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:41.944 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:43.959 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:45.975 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:46.988 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:48.002 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:51.017 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:53.033 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:54.046 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:55.059 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:56.072 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:49:58.086 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:00.102 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:02.117 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:04.132 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:05.146 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:07.161 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:09.177 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:11.192 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:14.207 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:16.222 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:18.236 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:19.249 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:20.264 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:21.279 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:23.294 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:26.308 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:28.323 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:30.338 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:32.353 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:33.367 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:50:35.382 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
